trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.5, 'e': 0.7087999999999917}",40,10,-97.5781274239798,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",1
183,False,"{'a': 0.5, 'e': 0.7071999999999916}",35,0,-222.23023578290585,"{0: 20, 1: 4, 2: 7, 3: 0, 4: 4}",0
184,False,"{'a': 0.5, 'e': 0.7055999999999916}",25,0,-30.39730505185938,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.7039999999999915}",30,0,-33.576032789695375,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.7023999999999915}",25,0,-136.1494781408238,"{0: 17, 1: 2, 2: 1, 3: 3, 4: 2}",0
187,False,"{'a': 0.5, 'e': 0.7007999999999914}",35,0,-55.22124287847825,"{0: 25, 1: 4, 2: 5, 3: 1, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.6991999999999914}",30,0,-153.06948950737964,"{0: 21, 1: 3, 2: 2, 3: 1, 4: 3}",0
189,False,"{'a': 0.5, 'e': 0.6975999999999913}",35,16,-50.70744481189351,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.6959999999999913}",40,0,-277.7742178449211,"{0: 23, 1: 6, 2: 4, 3: 2, 4: 5}",0
191,False,"{'a': 0.5, 'e': 0.6943999999999912}",30,0,-75.44578720973105,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.6927999999999912}",20,11,-45.359550086053574,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
193,False,"{'a': 0.5, 'e': 0.6911999999999912}",20,0,-99.02569622650856,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
194,False,"{'a': 0.5, 'e': 0.6895999999999911}",30,0,-178.2307799729804,"{0: 20, 1: 2, 2: 2, 3: 3, 4: 3}",0
195,False,"{'a': 0.5, 'e': 0.6879999999999911}",45,0,-168.02109643668803,"{0: 32, 1: 8, 2: 1, 3: 0, 4: 4}",1
196,False,"{'a': 0.5, 'e': 0.686399999999991}",25,0,-54.216119838026025,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.684799999999991}",20,12,-44.74581764462124,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
198,False,"{'a': 0.5, 'e': 0.6831999999999909}",20,0,-140.839339591289,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",1
199,False,"{'a': 0.5, 'e': 0.6815999999999909}",40,22,-67.28028355398442,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 1}",1
200,False,"{'a': 0.5, 'e': 0.6799999999999908}",40,0,-102.19843396389194,"{0: 31, 1: 4, 2: 2, 3: 1, 4: 2}",0
201,False,"{'a': 0.5, 'e': 0.6783999999999908}",25,7,-83.99448308445456,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 2}",1
202,False,"{'a': 0.5, 'e': 0.6767999999999907}",35,26,-8.286000077467216,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.6751999999999907}",25,0,-64.4585327159755,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.6735999999999907}",20,0,-114.03290164395449,"{0: 14, 1: 2, 2: 0, 3: 2, 4: 2}",0
205,False,"{'a': 0.5, 'e': 0.6719999999999906}",20,9,-17.384163874778086,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.6703999999999906}",35,0,-88.09162797678167,"{0: 26, 1: 2, 2: 5, 3: 1, 4: 1}",0
207,False,"{'a': 0.5, 'e': 0.6687999999999905}",35,0,-91.26431467935386,"{0: 28, 1: 0, 2: 4, 3: 2, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.6671999999999905}",25,13,-23.959468659809264,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.6655999999999904}",30,17,-19.33888090208312,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.6639999999999904}",30,19,-16.464603593436618,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.6623999999999903}",35,5,-155.6155243434937,"{0: 22, 1: 0, 2: 3, 3: 2, 4: 3}",1
212,False,"{'a': 0.5, 'e': 0.6607999999999903}",25,0,-29.50587583502643,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
213,False,"{'a': 0.5, 'e': 0.6591999999999902}",25,0,-74.7863648757906,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
214,False,"{'a': 0.5, 'e': 0.6575999999999902}",25,0,-60.14882009994678,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.6559999999999901}",30,15,-95.87109268185515,"{0: 9, 1: 3, 2: 0, 3: 1, 4: 2}",1
216,False,"{'a': 0.5, 'e': 0.6543999999999901}",35,0,-87.86686781616405,"{0: 26, 1: 3, 2: 4, 3: 1, 4: 1}",0
217,False,"{'a': 0.5, 'e': 0.65279999999999}",35,0,-137.30296828514136,"{0: 26, 1: 1, 2: 4, 3: 2, 4: 2}",0
218,False,"{'a': 0.5, 'e': 0.65119999999999}",30,6,-195.48201455349337,"{0: 12, 1: 6, 2: 1, 3: 1, 4: 4}",1
219,False,"{'a': 0.5, 'e': 0.64959999999999}",25,0,-88.9154914154654,"{0: 17, 1: 4, 2: 1, 3: 2, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.6479999999999899}",35,0,-224.53531566641996,"{0: 21, 1: 5, 2: 4, 3: 1, 4: 4}",0
221,False,"{'a': 0.5, 'e': 0.6463999999999899}",30,14,-8.594827237443381,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.6447999999999898}",25,14,-48.786372546373634,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.6431999999999898}",35,0,-100.43211326970152,"{0: 27, 1: 3, 2: 2, 3: 1, 4: 2}",0
224,False,"{'a': 0.5, 'e': 0.6415999999999897}",25,0,-79.62208027419852,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
225,False,"{'a': 0.5, 'e': 0.6399999999999897}",20,9,2.0574576907186186,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.6383999999999896}",20,11,-6.638800509562256,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.6367999999999896}",20,7,4.528915981011698,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.6351999999999896}",35,10,-120.67412358943643,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",1
229,False,"{'a': 0.5, 'e': 0.6335999999999895}",20,0,-51.71423513756773,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
230,False,"{'a': 0.5, 'e': 0.6319999999999895}",20,6,-22.451034676449282,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
231,False,"{'a': 0.5, 'e': 0.6303999999999894}",45,1,-123.94494421977015,"{0: 31, 1: 6, 2: 5, 3: 0, 4: 2}",1
232,False,"{'a': 0.5, 'e': 0.6287999999999894}",35,0,-28.379244318486208,"{0: 28, 1: 4, 2: 2, 3: 1, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.6271999999999893}",40,0,-117.27850310641254,"{0: 27, 1: 5, 2: 5, 3: 2, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.6255999999999893}",30,20,-24.67179692691404,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
235,False,"{'a': 0.5, 'e': 0.6239999999999892}",40,2,-86.11284381575751,"{0: 29, 1: 3, 2: 3, 3: 2, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.6223999999999892}",20,1,-100.54382919234314,"{0: 12, 1: 2, 2: 1, 3: 3, 4: 1}",1
237,False,"{'a': 0.5, 'e': 0.6207999999999891}",40,0,-221.3148843960689,"{0: 27, 1: 4, 2: 4, 3: 0, 4: 5}",0
238,False,"{'a': 0.5, 'e': 0.6191999999999891}",30,16,-74.26167363908877,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
239,False,"{'a': 0.5, 'e': 0.617599999999989}",30,16,7.726492088505159,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.615999999999989}",35,0,-128.86882987278133,"{0: 25, 1: 1, 2: 6, 3: 1, 4: 2}",0
241,False,"{'a': 0.5, 'e': 0.614399999999989}",40,0,-113.52397612447291,"{0: 28, 1: 4, 2: 5, 3: 2, 4: 1}",0
242,False,"{'a': 0.5, 'e': 0.6127999999999889}",35,0,-161.1361334178391,"{0: 26, 1: 1, 2: 3, 3: 2, 4: 3}",0
243,False,"{'a': 0.5, 'e': 0.6111999999999889}",45,9,-132.61415922983713,"{0: 27, 1: 3, 2: 2, 3: 1, 4: 3}",1
244,False,"{'a': 0.5, 'e': 0.6095999999999888}",25,0,-6.481659730654442,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.6079999999999888}",30,0,-125.77530351853409,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
246,False,"{'a': 0.5, 'e': 0.6063999999999887}",30,0,-93.11596448503394,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
247,False,"{'a': 0.5, 'e': 0.6047999999999887}",20,0,-100.2631971311807,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
248,False,"{'a': 0.5, 'e': 0.6031999999999886}",40,11,-137.59513276078798,"{0: 18, 1: 3, 2: 3, 3: 4, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.6015999999999886}",35,17,-48.5101644867751,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
250,False,"{'a': 0.5, 'e': 0.5999999999999885}",20,0,-85.8385228656919,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
251,False,"{'a': 0.5, 'e': 0.5983999999999885}",20,1,-0.6733978881987139,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.5967999999999885}",20,8,-18.12842858644962,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.5951999999999884}",30,6,-80.29768660351844,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 1}",1
254,False,"{'a': 0.5, 'e': 0.5935999999999884}",45,0,-163.77507921290538,"{0: 30, 1: 5, 2: 6, 3: 2, 4: 2}",0
255,False,"{'a': 0.5, 'e': 0.5919999999999883}",30,0,-109.26625216391884,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.5903999999999883}",30,15,-33.00268724749443,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
257,False,"{'a': 0.5, 'e': 0.5887999999999882}",20,0,-45.317085986650525,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
258,False,"{'a': 0.5, 'e': 0.5871999999999882}",40,12,-75.42090534983147,"{0: 18, 1: 4, 2: 4, 3: 2, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.5855999999999881}",25,0,-30.696811000829967,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
260,False,"{'a': 0.5, 'e': 0.5839999999999881}",25,0,-41.40319117423651,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
261,False,"{'a': 0.5, 'e': 0.582399999999988}",25,12,-23.262058495723235,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.580799999999988}",30,18,-4.134363821820415,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.579199999999988}",35,13,-12.68720205596379,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
264,False,"{'a': 0.5, 'e': 0.5775999999999879}",25,7,-98.78050703881604,"{0: 12, 1: 3, 2: 0, 3: 1, 4: 2}",1
265,False,"{'a': 0.5, 'e': 0.5759999999999879}",20,0,-65.39401589894727,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.5743999999999878}",25,12,13.669828309391974,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.5727999999999878}",25,11,-15.84514771229222,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.5711999999999877}",20,0,-106.70447154700398,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
269,False,"{'a': 0.5, 'e': 0.5695999999999877}",20,10,-8.827279088901829,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.5679999999999876}",30,20,-77.43266976037803,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
271,False,"{'a': 0.5, 'e': 0.5663999999999876}",20,13,-62.05271546365777,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 1}",1
272,False,"{'a': 0.5, 'e': 0.5647999999999875}",40,5,-106.65363244772429,"{0: 25, 1: 5, 2: 2, 3: 1, 4: 2}",1
273,False,"{'a': 0.5, 'e': 0.5631999999999875}",25,1,-46.75114587531817,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 1}",1
274,False,"{'a': 0.5, 'e': 0.5615999999999874}",20,13,14.132349244940912,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.5599999999999874}",30,0,-137.2074097187955,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 2}",0
276,False,"{'a': 0.5, 'e': 0.5583999999999874}",25,15,-63.48296896646263,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
277,False,"{'a': 0.5, 'e': 0.5567999999999873}",20,12,10.00408601963803,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.5551999999999873}",25,18,-7.139521027961267,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.5535999999999872}",40,25,-20.859922436270935,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.5519999999999872}",45,0,-72.15055343243208,"{0: 34, 1: 6, 2: 4, 3: 0, 4: 1}",0
281,False,"{'a': 0.5, 'e': 0.5503999999999871}",30,8,-118.06134068195897,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 2}",1
282,False,"{'a': 0.5, 'e': 0.5487999999999871}",45,17,-62.39546915386513,"{0: 19, 1: 5, 2: 3, 3: 0, 4: 1}",1
283,False,"{'a': 0.5, 'e': 0.547199999999987}",20,9,-20.47827850042687,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.545599999999987}",35,20,-61.73920680471696,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 1}",1
285,False,"{'a': 0.5, 'e': 0.5439999999999869}",25,0,-56.343389857404055,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.5423999999999869}",40,2,-79.92016354817453,"{0: 29, 1: 4, 2: 2, 3: 2, 4: 1}",1
287,False,"{'a': 0.5, 'e': 0.5407999999999868}",40,24,21.531969467886356,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.5391999999999868}",35,17,-12.555625212370687,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.5375999999999868}",20,16,8.596974532284888,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.5359999999999867}",25,10,4.040541932748624,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.5343999999999867}",50,19,-38.31608936346158,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 1}",1
292,False,"{'a': 0.5, 'e': 0.5327999999999866}",25,0,-80.94065865496746,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
293,False,"{'a': 0.5, 'e': 0.5311999999999866}",35,6,-34.64580822253953,"{0: 23, 1: 4, 2: 1, 3: 0, 4: 1}",1
294,False,"{'a': 0.5, 'e': 0.5295999999999865}",25,6,-55.709104382676585,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
295,False,"{'a': 0.5, 'e': 0.5279999999999865}",25,0,-59.25815191674501,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.5263999999999864}",30,11,-65.30246469748936,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 1}",1
297,False,"{'a': 0.5, 'e': 0.5247999999999864}",30,0,-111.27814487623492,"{0: 25, 1: 1, 2: 0, 3: 1, 4: 3}",0
298,False,"{'a': 0.5, 'e': 0.5231999999999863}",35,14,-51.81637689923301,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
299,False,"{'a': 0.5, 'e': 0.5215999999999863}",35,4,-94.62386208321672,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 1}",1
300,False,"{'a': 0.5, 'e': 0.5199999999999863}",30,5,-185.47153016513428,"{0: 15, 1: 4, 2: 1, 3: 1, 4: 4}",1
301,False,"{'a': 0.5, 'e': 0.5183999999999862}",35,22,-15.541011960824196,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.5167999999999862}",25,17,-32.064634103488594,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.5151999999999861}",25,15,15.451094505651128,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.5135999999999861}",35,0,-64.03245037713722,"{0: 28, 1: 2, 2: 3, 3: 1, 4: 1}",0
305,False,"{'a': 0.5, 'e': 0.511999999999986}",20,0,-82.04095204797105,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",1
306,False,"{'a': 0.5, 'e': 0.510399999999986}",40,14,-134.65416451272264,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 3}",1
307,False,"{'a': 0.5, 'e': 0.5087999999999859}",20,0,-10.193534360068455,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.5071999999999859}",30,16,-30.193571356898033,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
309,False,"{'a': 0.5, 'e': 0.5055999999999858}",40,19,-75.11532814474826,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 2}",1
310,False,"{'a': 0.5, 'e': 0.5039999999999858}",30,0,-110.85423018232473,"{0: 21, 1: 3, 2: 2, 3: 3, 4: 1}",0
311,False,"{'a': 0.5, 'e': 0.5023999999999857}",45,1,-23.135210620869522,"{0: 38, 1: 3, 2: 2, 3: 0, 4: 1}",1
312,False,"{'a': 0.5, 'e': 0.5007999999999857}",25,1,1.496670891686853,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.4991999999999857}",30,5,-43.48434599032574,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",1
314,False,"{'a': 0.5, 'e': 0.4975999999999857}",20,6,-35.05522838966134,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.49599999999998573}",25,17,-28.435632192538783,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.49439999999998574}",25,2,-69.435310695199,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 2}",1
317,False,"{'a': 0.5, 'e': 0.49279999999998575}",25,7,-39.09831495978796,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.49119999999998576}",30,18,19.116599294956934,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.48959999999998577}",35,23,-52.70705157296426,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
320,False,"{'a': 0.5, 'e': 0.4879999999999858}",40,23,-19.374574326701115,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.4863999999999858}",40,18,-66.17100403897798,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 1}",1
322,False,"{'a': 0.5, 'e': 0.4847999999999858}",40,23,-6.867839228814093,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.4831999999999858}",25,6,-19.06203109284081,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.4815999999999858}",40,29,-0.6709773765346547,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.4799999999999858}",30,3,-110.63233882057658,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 2}",1
326,False,"{'a': 0.5, 'e': 0.47839999999998584}",40,26,-27.793400135535215,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
327,False,"{'a': 0.5, 'e': 0.47679999999998585}",45,20,-19.822399103958325,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
328,False,"{'a': 0.5, 'e': 0.47519999999998586}",25,17,4.576554380282387,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.47359999999998587}",20,2,3.449187069693476,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.4719999999999859}",45,20,-130.79420327753115,"{0: 17, 1: 4, 2: 0, 3: 1, 4: 3}",1
331,False,"{'a': 0.5, 'e': 0.4703999999999859}",20,0,-105.03081951394572,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
332,False,"{'a': 0.5, 'e': 0.4687999999999859}",25,8,-24.462572851139814,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.5, 'e': 0.4671999999999859}",25,11,11.00912811449301,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.4655999999999859}",40,25,9.894218906624651,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.4639999999999859}",20,13,-8.594482343762557,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.46239999999998593}",30,9,-5.171265350670084,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.46079999999998594}",35,0,9.142231851257089,"{0: 30, 1: 2, 2: 3, 3: 0, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.45919999999998595}",25,16,20.42137666390093,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.45759999999998596}",30,18,-32.92741025909682,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
340,False,"{'a': 0.5, 'e': 0.45599999999998597}",40,0,22.99713919541552,"{0: 35, 1: 4, 2: 1, 3: 0, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.454399999999986}",30,12,-7.14329109567793,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.452799999999986}",30,19,7.397203431580705,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.451199999999986}",20,0,16.76847610237151,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.449599999999986}",40,13,-31.37221603983109,"{0: 21, 1: 4, 2: 1, 3: 0, 4: 1}",1
345,False,"{'a': 0.5, 'e': 0.447999999999986}",40,26,9.895816825500006,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.44639999999998603}",40,12,5.144650827578314,"{0: 23, 1: 4, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.44479999999998604}",35,5,-7.465217668298963,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.44319999999998605}",30,15,-1.7318405544777724,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.44159999999998606}",25,0,-67.33860321987672,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
350,False,"{'a': 0.5, 'e': 0.43999999999998607}",20,0,26.037612673588345,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.5, 'e': 0.4383999999999861}",40,19,-5.199140436020313,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.4367999999999861}",20,8,-41.26464159257794,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
353,False,"{'a': 0.5, 'e': 0.4351999999999861}",30,2,-50.908888000541566,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 1}",1
354,False,"{'a': 0.5, 'e': 0.4335999999999861}",30,0,-30.69348250150525,"{0: 25, 1: 0, 2: 3, 3: 2, 4: 0}",0
355,False,"{'a': 0.5, 'e': 0.4319999999999861}",20,1,-20.933379604852945,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
356,False,"{'a': 0.5, 'e': 0.4303999999999861}",35,23,24.44506663122846,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.42879999999998614}",25,8,-24.280713332649576,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
358,False,"{'a': 0.5, 'e': 0.42719999999998615}",40,15,-20.891381181925393,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.42559999999998616}",20,15,10.237514959564901,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.42399999999998617}",45,34,18.80037085686789,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.4223999999999862}",45,1,-159.4322713828812,"{0: 31, 1: 6, 2: 1, 3: 4, 4: 2}",1
362,False,"{'a': 0.5, 'e': 0.4207999999999862}",45,21,-32.92931614652116,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 1}",1
363,False,"{'a': 0.5, 'e': 0.4191999999999862}",35,15,-7.543723263891634,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.4175999999999862}",20,8,-0.7243016407661726,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.4159999999999862}",30,20,-1.6873859440944388,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
